#nanoseconds	topic	value
2100000000000	eplus_control/controller_house_8_1_thermostat_controller_cooling_setpoint	71.13433491365548
2100000000000	eplus_control/controller_house_8_2_thermostat_controller_cooling_setpoint	71.35510858818506
2100000000000	eplus_control/controller_house_8_3_thermostat_controller_cooling_setpoint	72.0698490655771
2100000000000	eplus_control/controller_house_8_4_thermostat_controller_cooling_setpoint	72.41261253245574
2100000000000	eplus_control/controller_house_8_5_thermostat_controller_cooling_setpoint	72.12552866744143
2100000000000	eplus_control/controller_house_8_6_thermostat_controller_cooling_setpoint	72.67685362127989
2100000000000	eplus_control/controller_house_8_7_thermostat_controller_cooling_setpoint	71.64956920108453
2100000000000	eplus_control/controller_house_8_8_thermostat_controller_cooling_setpoint	72.80436384385378
2100000000000	eplus_control/controller_house_8_9_thermostat_controller_cooling_setpoint	72.10692387002236
2100000000000	eplus_control/controller_house_8_10_thermostat_controller_cooling_setpoint	71.09884017555903
2100000000000	eplus_control/controller_house_8_11_thermostat_controller_cooling_setpoint	71.2965931897155
2100000000000	eplus_control/controller_house_8_12_thermostat_controller_cooling_setpoint	72.10306682805249
2100000000000	eplus_control/controller_house_9_1_thermostat_controller_cooling_setpoint	72.14205786832012
2100000000000	eplus_control/controller_house_9_2_thermostat_controller_cooling_setpoint	72.02528552115979
2100000000000	eplus_control/controller_house_9_3_thermostat_controller_cooling_setpoint	72.48613142191721
2100000000000	eplus_control/controller_house_9_4_thermostat_controller_cooling_setpoint	72.91695671733127
2100000000000	eplus_control/controller_house_9_5_thermostat_controller_cooling_setpoint	71.9982948659206
2100000000000	eplus_control/controller_house_9_6_thermostat_controller_cooling_setpoint	72.10960797864581
2100000000000	eplus_control/controller_house_9_7_thermostat_controller_cooling_setpoint	72.64512787113377
2100000000000	eplus_control/controller_house_9_8_thermostat_controller_cooling_setpoint	72.12734625481394
2100000000000	eplus_control/controller_house_9_9_thermostat_controller_cooling_setpoint	71.81651128473726
2100000000000	eplus_control/controller_house_9_10_thermostat_controller_cooling_setpoint	72.31884270139456
2100000000000	eplus_control/controller_house_9_11_thermostat_controller_cooling_setpoint	72.51956216153319
2100000000000	eplus_control/controller_house_9_12_thermostat_controller_cooling_setpoint	71.08777070448627
2100000000000	eplus_control/controller_house_10_1_thermostat_controller_cooling_setpoint	72.04954423924414
2100000000000	eplus_control/controller_house_10_2_thermostat_controller_cooling_setpoint	72.09169998065128
2100000000000	eplus_control/controller_house_10_3_thermostat_controller_cooling_setpoint	72.68380625959303
2100000000000	eplus_control/controller_house_10_4_thermostat_controller_cooling_setpoint	72.45217125700076
2100000000000	eplus_control/controller_house_10_5_thermostat_controller_cooling_setpoint	72.70388962712339
2100000000000	eplus_control/controller_house_10_6_thermostat_controller_cooling_setpoint	71.3155188726044
2100000000000	eplus_control/controller_house_10_7_thermostat_controller_cooling_setpoint	71.4801944787041
2100000000000	eplus_control/controller_house_10_8_thermostat_controller_cooling_setpoint	71.57661748501872
2100000000000	eplus_control/controller_house_10_9_thermostat_controller_cooling_setpoint	72.87846247689897
2100000000000	eplus_control/controller_house_10_10_thermostat_controller_cooling_setpoint	72.78404910510916
2100000000000	eplus_control/controller_house_10_11_thermostat_controller_cooling_setpoint	72.34084760970839
2100000000000	eplus_control/controller_house_10_12_thermostat_controller_cooling_setpoint	72.82025905780553
2100000000000	eplus_control/controller_house_11_1_thermostat_controller_cooling_setpoint	71.7981554534182
2100000000000	eplus_control/controller_house_11_2_thermostat_controller_cooling_setpoint	72.60152296346834
2100000000000	eplus_control/controller_house_11_3_thermostat_controller_cooling_setpoint	72.23655709032253
2100000000000	eplus_control/controller_house_11_4_thermostat_controller_cooling_setpoint	71.352465463169
2100000000000	eplus_control/controller_house_11_5_thermostat_controller_cooling_setpoint	72.90994263766198
2100000000000	eplus_control/controller_house_11_6_thermostat_controller_cooling_setpoint	72.52425581875734
2100000000000	eplus_control/controller_house_11_7_thermostat_controller_cooling_setpoint	72.01326702147621
2100000000000	eplus_control/controller_house_11_8_thermostat_controller_cooling_setpoint	72.4413161809792
2100000000000	eplus_control/controller_house_11_9_thermostat_controller_cooling_setpoint	71.9350277129959
2100000000000	eplus_control/controller_house_11_10_thermostat_controller_cooling_setpoint	71.69116369044785
2100000000000	eplus_control/controller_house_11_11_thermostat_controller_cooling_setpoint	71.37679582458074
2100000000000	eplus_control/controller_house_11_12_thermostat_controller_cooling_setpoint	72.56383478930172
2100000000000	eplus_control/controller_house_12_1_thermostat_controller_cooling_setpoint	72.46615441711299
2100000000000	eplus_control/controller_house_12_2_thermostat_controller_cooling_setpoint	72.37345725806635
2100000000000	eplus_control/controller_house_12_3_thermostat_controller_cooling_setpoint	72.30378946263339
2100000000000	eplus_control/controller_house_12_4_thermostat_controller_cooling_setpoint	71.9407383861205
2100000000000	eplus_control/controller_house_12_5_thermostat_controller_cooling_setpoint	71.6377206031879
2100000000000	eplus_control/controller_house_12_6_thermostat_controller_cooling_setpoint	72.00791136608544
2100000000000	eplus_control/controller_house_12_7_thermostat_controller_cooling_setpoint	71.01806763357915
2100000000000	eplus_control/controller_house_12_8_thermostat_controller_cooling_setpoint	72.23916832931113
2100000000000	eplus_control/controller_house_12_9_thermostat_controller_cooling_setpoint	71.25943126968903
2100000000000	eplus_control/controller_house_12_10_thermostat_controller_cooling_setpoint	72.1939251321427
2100000000000	eplus_control/controller_house_12_11_thermostat_controller_cooling_setpoint	71.55948809219258
2100000000000	eplus_control/controller_house_12_12_thermostat_controller_cooling_setpoint	71.2510649293129
2100000000000	eplus_control/controller_house_13_1_thermostat_controller_cooling_setpoint	72.11125649693757
2100000000000	eplus_control/controller_house_13_2_thermostat_controller_cooling_setpoint	72.81702206128945
2100000000000	eplus_control/controller_house_13_3_thermostat_controller_cooling_setpoint	72.50116540101975
2100000000000	eplus_control/controller_house_13_4_thermostat_controller_cooling_setpoint	72.37947553394936
2100000000000	eplus_control/controller_house_13_5_thermostat_controller_cooling_setpoint	71.44434541678298
2100000000000	eplus_control/controller_house_13_6_thermostat_controller_cooling_setpoint	71.2751291161695
2100000000000	eplus_control/controller_house_13_7_thermostat_controller_cooling_setpoint	71.81711467096794
2100000000000	eplus_control/controller_house_13_8_thermostat_controller_cooling_setpoint	72.99071926830575
2100000000000	eplus_control/controller_house_13_9_thermostat_controller_cooling_setpoint	72.14186274475864
2100000000000	eplus_control/controller_house_13_10_thermostat_controller_cooling_setpoint	72.6119776070988
2100000000000	eplus_control/controller_house_13_11_thermostat_controller_cooling_setpoint	71.42532571286505
2100000000000	eplus_control/controller_house_13_12_thermostat_controller_cooling_setpoint	72.71098055750069
2100000000000	eplus_control/controller_house_14_1_thermostat_controller_cooling_setpoint	71.45805232349899
2100000000000	eplus_control/controller_house_14_2_thermostat_controller_cooling_setpoint	72.07163760537188
2100000000000	eplus_control/controller_house_14_3_thermostat_controller_cooling_setpoint	71.76152362380246
2100000000000	eplus_control/controller_house_14_4_thermostat_controller_cooling_setpoint	72.46290214186779
2100000000000	eplus_control/controller_house_14_5_thermostat_controller_cooling_setpoint	71.51527719606702
2100000000000	eplus_control/controller_house_14_6_thermostat_controller_cooling_setpoint	72.01829690556653
2100000000000	eplus_control/controller_house_14_7_thermostat_controller_cooling_setpoint	71.28166954993858
2100000000000	eplus_control/controller_house_14_8_thermostat_controller_cooling_setpoint	71.35938966976069
2100000000000	eplus_control/controller_house_14_9_thermostat_controller_cooling_setpoint	71.23529427837363
2100000000000	eplus_control/controller_house_14_10_thermostat_controller_cooling_setpoint	71.05994102715663
2100000000000	eplus_control/controller_house_14_11_thermostat_controller_cooling_setpoint	72.8442892479735
2100000000000	eplus_control/controller_house_14_12_thermostat_controller_cooling_setpoint	71.98171382699798
2100000000000	eplus_control/controller_house_15_1_thermostat_controller_cooling_setpoint	71.82430590008775
2100000000000	eplus_control/controller_house_15_2_thermostat_controller_cooling_setpoint	72.39545536624546
2100000000000	eplus_control/controller_house_15_3_thermostat_controller_cooling_setpoint	72.65139708774255
2100000000000	eplus_control/controller_house_15_4_thermostat_controller_cooling_setpoint	71.55083722927768
2100000000000	eplus_control/controller_house_15_5_thermostat_controller_cooling_setpoint	71.14532009157965
2100000000000	eplus_control/controller_house_15_6_thermostat_controller_cooling_setpoint	72.34965210977192
2100000000000	eplus_control/controller_house_15_7_thermostat_controller_cooling_setpoint	71.93976450274897
2100000000000	eplus_control/controller_house_15_8_thermostat_controller_cooling_setpoint	72.07529725436105
2100000000000	eplus_control/controller_house_15_9_thermostat_controller_cooling_setpoint	72.54048745598082
2100000000000	eplus_control/controller_house_15_10_thermostat_controller_cooling_setpoint	71.8822886431202
2100000000000	eplus_control/controller_house_15_11_thermostat_controller_cooling_setpoint	71.85165949039688
2100000000000	eplus_control/controller_house_15_12_thermostat_controller_cooling_setpoint	71.66982142189205
2100000000000	eplus_control/controller_house_1_1_thermostat_controller_cooling_setpoint	72.96826307075152
2100000000000	eplus_control/controller_house_1_2_thermostat_controller_cooling_setpoint	72.05842049946574
2100000000000	eplus_control/controller_house_1_3_thermostat_controller_cooling_setpoint	71.64988299765727
2100000000000	eplus_control/controller_house_1_4_thermostat_controller_cooling_setpoint	71.88898682300665
2100000000000	eplus_control/controller_house_1_5_thermostat_controller_cooling_setpoint	72.88599051638332
2100000000000	eplus_control/controller_house_1_6_thermostat_controller_cooling_setpoint	72.54387415815542
2100000000000	eplus_control/controller_house_1_7_thermostat_controller_cooling_setpoint	72.52068918811372
2100000000000	eplus_control/controller_house_1_8_thermostat_controller_cooling_setpoint	71.65409732774522
2100000000000	eplus_control/controller_house_1_9_thermostat_controller_cooling_setpoint	72.97348582134512
2100000000000	eplus_control/controller_house_1_10_thermostat_controller_cooling_setpoint	72.20100058242242
2100000000000	eplus_control/controller_house_1_11_thermostat_controller_cooling_setpoint	72.11072573224601
2100000000000	eplus_control/controller_house_1_12_thermostat_controller_cooling_setpoint	72.01972676723406
2100000000000	eplus_control/controller_house_2_1_thermostat_controller_cooling_setpoint	71.82155984810775
2100000000000	eplus_control/controller_house_2_2_thermostat_controller_cooling_setpoint	71.80730140446009
2100000000000	eplus_control/controller_house_2_3_thermostat_controller_cooling_setpoint	72.00621468125942
2100000000000	eplus_control/controller_house_2_4_thermostat_controller_cooling_setpoint	71.88493519117779
2100000000000	eplus_control/controller_house_2_5_thermostat_controller_cooling_setpoint	72.65684871393306
2100000000000	eplus_control/controller_house_2_6_thermostat_controller_cooling_setpoint	72.02538126588041
2100000000000	eplus_control/controller_house_2_7_thermostat_controller_cooling_setpoint	72.23094739886189
2100000000000	eplus_control/controller_house_2_8_thermostat_controller_cooling_setpoint	71.50829729679022
2100000000000	eplus_control/controller_house_2_9_thermostat_controller_cooling_setpoint	72.25309276102519
2100000000000	eplus_control/controller_house_2_10_thermostat_controller_cooling_setpoint	72.64559709305018
2100000000000	eplus_control/controller_house_2_11_thermostat_controller_cooling_setpoint	72.33133397881593
2100000000000	eplus_control/controller_house_2_12_thermostat_controller_cooling_setpoint	72.17022446872018
2100000000000	eplus_control/controller_house_3_1_thermostat_controller_cooling_setpoint	71.28711502414917
2100000000000	eplus_control/controller_house_3_2_thermostat_controller_cooling_setpoint	72.12186795788799
2100000000000	eplus_control/controller_house_3_3_thermostat_controller_cooling_setpoint	71.02313533258753
2100000000000	eplus_control/controller_house_3_4_thermostat_controller_cooling_setpoint	72.61229749695573
2100000000000	eplus_control/controller_house_3_5_thermostat_controller_cooling_setpoint	72.33242096112632
2100000000000	eplus_control/controller_house_3_6_thermostat_controller_cooling_setpoint	72.11078899129186
2100000000000	eplus_control/controller_house_3_7_thermostat_controller_cooling_setpoint	71.28426331980842
2100000000000	eplus_control/controller_house_3_8_thermostat_controller_cooling_setpoint	71.34334471660644
2100000000000	eplus_control/controller_house_3_9_thermostat_controller_cooling_setpoint	71.24358678345826
2100000000000	eplus_control/controller_house_3_10_thermostat_controller_cooling_setpoint	72.01504457463645
2100000000000	eplus_control/controller_house_3_11_thermostat_controller_cooling_setpoint	72.23954119936035
2100000000000	eplus_control/controller_house_3_12_thermostat_controller_cooling_setpoint	71.19164830402212
2100000000000	eplus_control/controller_house_4_1_thermostat_controller_cooling_setpoint	72.2698478568597
2100000000000	eplus_control/controller_house_4_2_thermostat_controller_cooling_setpoint	72.7225003218372
2100000000000	eplus_control/controller_house_4_3_thermostat_controller_cooling_setpoint	71.60814356013859
2100000000000	eplus_control/controller_house_4_4_thermostat_controller_cooling_setpoint	72.55248967734366
2100000000000	eplus_control/controller_house_4_5_thermostat_controller_cooling_setpoint	71.11071533501637
2100000000000	eplus_control/controller_house_4_6_thermostat_controller_cooling_setpoint	72.4930422020428
2100000000000	eplus_control/controller_house_4_7_thermostat_controller_cooling_setpoint	71.75357324147929
2100000000000	eplus_control/controller_house_4_8_thermostat_controller_cooling_setpoint	71.08637882924917
2100000000000	eplus_control/controller_house_4_9_thermostat_controller_cooling_setpoint	72.43335316512267
2100000000000	eplus_control/controller_house_4_10_thermostat_controller_cooling_setpoint	71.4045202475724
2100000000000	eplus_control/controller_house_4_11_thermostat_controller_cooling_setpoint	72.22476363522412
2100000000000	eplus_control/controller_house_4_12_thermostat_controller_cooling_setpoint	71.36470022200274
2100000000000	eplus_control/controller_house_5_1_thermostat_controller_cooling_setpoint	72.15112965509428
2100000000000	eplus_control/controller_house_5_2_thermostat_controller_cooling_setpoint	71.68522974319278
2100000000000	eplus_control/controller_house_5_3_thermostat_controller_cooling_setpoint	71.19696565152982
2100000000000	eplus_control/controller_house_5_4_thermostat_controller_cooling_setpoint	72.37303567711012
2100000000000	eplus_control/controller_house_5_5_thermostat_controller_cooling_setpoint	72.73380961304733
2100000000000	eplus_control/controller_house_5_6_thermostat_controller_cooling_setpoint	72.52281068215592
2100000000000	eplus_control/controller_house_5_7_thermostat_controller_cooling_setpoint	71.37600796426396
2100000000000	eplus_control/controller_house_5_8_thermostat_controller_cooling_setpoint	71.52052198487837
2100000000000	eplus_control/controller_house_5_9_thermostat_controller_cooling_setpoint	72.59156271069622
2100000000000	eplus_control/controller_house_5_10_thermostat_controller_cooling_setpoint	71.60708676406729
2100000000000	eplus_control/controller_house_5_11_thermostat_controller_cooling_setpoint	71.64825507026713
2100000000000	eplus_control/controller_house_5_12_thermostat_controller_cooling_setpoint	72.07977076774998
2100000000000	eplus_control/controller_house_6_1_thermostat_controller_cooling_setpoint	71.08131817264648
2100000000000	eplus_control/controller_house_6_2_thermostat_controller_cooling_setpoint	71.68545122206567
2100000000000	eplus_control/controller_house_6_3_thermostat_controller_cooling_setpoint	71.92800030550407
2100000000000	eplus_control/controller_house_6_4_thermostat_controller_cooling_setpoint	72.22694073243342
2100000000000	eplus_control/controller_house_6_5_thermostat_controller_cooling_setpoint	72.37996099180715
2100000000000	eplus_control/controller_house_6_6_thermostat_controller_cooling_setpoint	72.40660873757764
2100000000000	eplus_control/controller_house_6_7_thermostat_controller_cooling_setpoint	72.84968116485928
2100000000000	eplus_control/controller_house_6_8_thermostat_controller_cooling_setpoint	71.05895899489548
2100000000000	eplus_control/controller_house_6_9_thermostat_controller_cooling_setpoint	71.53928157450511
2100000000000	eplus_control/controller_house_6_10_thermostat_controller_cooling_setpoint	72.68000800049681
2100000000000	eplus_control/controller_house_6_11_thermostat_controller_cooling_setpoint	72.38651857992991
2100000000000	eplus_control/controller_house_6_12_thermostat_controller_cooling_setpoint	71.67179218443741
2100000000000	eplus_control/controller_house_7_1_thermostat_controller_cooling_setpoint	72.28047369108322
2100000000000	eplus_control/controller_house_7_2_thermostat_controller_cooling_setpoint	71.14628634009703
2100000000000	eplus_control/controller_house_7_3_thermostat_controller_cooling_setpoint	72.50554092583981
2100000000000	eplus_control/controller_house_7_4_thermostat_controller_cooling_setpoint	72.06061872164236
2100000000000	eplus_control/controller_house_7_5_thermostat_controller_cooling_setpoint	72.38372960949258
2100000000000	eplus_control/controller_house_7_6_thermostat_controller_cooling_setpoint	71.86785053983297
2100000000000	eplus_control/controller_house_7_7_thermostat_controller_cooling_setpoint	72.14385710557819
2100000000000	eplus_control/controller_house_7_8_thermostat_controller_cooling_setpoint	72.35339166841922
2100000000000	eplus_control/controller_house_7_9_thermostat_controller_cooling_setpoint	72.11678615217181
2100000000000	eplus_control/controller_house_7_10_thermostat_controller_cooling_setpoint	72.63909269000018
2100000000000	eplus_control/controller_house_7_11_thermostat_controller_cooling_setpoint	71.88226489277778
2100000000000	eplus_control/controller_house_7_12_thermostat_controller_cooling_setpoint	72.19781289543779
2100000000000	eplus_control/controller_house_8_1_thermostat_controller_cooling_setpoint	71.13433491365548
2100000000000	eplus_control/controller_house_8_2_thermostat_controller_cooling_setpoint	71.35510858818506
2100000000000	eplus_control/controller_house_8_3_thermostat_controller_cooling_setpoint	72.0698490655771
2100000000000	eplus_control/controller_house_8_4_thermostat_controller_cooling_setpoint	72.41261253245574
2100000000000	eplus_control/controller_house_8_5_thermostat_controller_cooling_setpoint	72.12552866744143
2100000000000	eplus_control/controller_house_8_6_thermostat_controller_cooling_setpoint	72.67685362127989
2100000000000	eplus_control/controller_house_8_7_thermostat_controller_cooling_setpoint	71.64956920108453
2100000000000	eplus_control/controller_house_8_8_thermostat_controller_cooling_setpoint	72.80436384385378
2100000000000	eplus_control/controller_house_8_9_thermostat_controller_cooling_setpoint	72.10692387002236
2100000000000	eplus_control/controller_house_8_10_thermostat_controller_cooling_setpoint	71.09884017555903
2100000000000	eplus_control/controller_house_8_11_thermostat_controller_cooling_setpoint	71.2965931897155
2100000000000	eplus_control/controller_house_8_12_thermostat_controller_cooling_setpoint	72.10306682805249
2100000000000	eplus_control/controller_house_9_1_thermostat_controller_cooling_setpoint	72.14205786832012
2100000000000	eplus_control/controller_house_9_2_thermostat_controller_cooling_setpoint	72.02528552115979
2100000000000	eplus_control/controller_house_9_3_thermostat_controller_cooling_setpoint	72.48613142191721
2100000000000	eplus_control/controller_house_9_4_thermostat_controller_cooling_setpoint	72.91695671733127
2100000000000	eplus_control/controller_house_9_5_thermostat_controller_cooling_setpoint	71.9982948659206
2100000000000	eplus_control/controller_house_9_6_thermostat_controller_cooling_setpoint	72.10960797864581
2100000000000	eplus_control/controller_house_9_7_thermostat_controller_cooling_setpoint	72.64512787113377
2100000000000	eplus_control/controller_house_9_8_thermostat_controller_cooling_setpoint	72.12734625481394
2100000000000	eplus_control/controller_house_9_9_thermostat_controller_cooling_setpoint	71.81651128473726
2100000000000	eplus_control/controller_house_9_10_thermostat_controller_cooling_setpoint	72.31884270139456
2100000000000	eplus_control/controller_house_9_11_thermostat_controller_cooling_setpoint	72.51956216153319
2100000000000	eplus_control/controller_house_9_12_thermostat_controller_cooling_setpoint	71.08777070448627
2100000000000	eplus_control/controller_house_10_1_thermostat_controller_cooling_setpoint	72.04954423924414
2100000000000	eplus_control/controller_house_10_2_thermostat_controller_cooling_setpoint	72.09169998065128
2100000000000	eplus_control/controller_house_10_3_thermostat_controller_cooling_setpoint	72.68380625959303
2100000000000	eplus_control/controller_house_10_4_thermostat_controller_cooling_setpoint	72.45217125700076
2100000000000	eplus_control/controller_house_10_5_thermostat_controller_cooling_setpoint	72.70388962712339
2100000000000	eplus_control/controller_house_10_6_thermostat_controller_cooling_setpoint	71.3155188726044
2100000000000	eplus_control/controller_house_10_7_thermostat_controller_cooling_setpoint	71.4801944787041
2100000000000	eplus_control/controller_house_10_8_thermostat_controller_cooling_setpoint	71.57661748501872
2100000000000	eplus_control/controller_house_10_9_thermostat_controller_cooling_setpoint	72.87846247689897
2100000000000	eplus_control/controller_house_10_10_thermostat_controller_cooling_setpoint	72.78404910510916
2100000000000	eplus_control/controller_house_10_11_thermostat_controller_cooling_setpoint	72.34084760970839
2100000000000	eplus_control/controller_house_10_12_thermostat_controller_cooling_setpoint	72.82025905780553
2100000000000	eplus_control/controller_house_11_1_thermostat_controller_cooling_setpoint	71.7981554534182
2100000000000	eplus_control/controller_house_11_2_thermostat_controller_cooling_setpoint	72.60152296346834
2100000000000	eplus_control/controller_house_11_3_thermostat_controller_cooling_setpoint	72.23655709032253
2100000000000	eplus_control/controller_house_11_4_thermostat_controller_cooling_setpoint	71.352465463169
2100000000000	eplus_control/controller_house_11_5_thermostat_controller_cooling_setpoint	72.90994263766198
2100000000000	eplus_control/controller_house_11_6_thermostat_controller_cooling_setpoint	72.52425581875734
2100000000000	eplus_control/controller_house_11_7_thermostat_controller_cooling_setpoint	72.01326702147621
2100000000000	eplus_control/controller_house_11_8_thermostat_controller_cooling_setpoint	72.4413161809792
2100000000000	eplus_control/controller_house_11_9_thermostat_controller_cooling_setpoint	71.9350277129959
2100000000000	eplus_control/controller_house_11_10_thermostat_controller_cooling_setpoint	71.69116369044785
2100000000000	eplus_control/controller_house_11_11_thermostat_controller_cooling_setpoint	71.37679582458074
2100000000000	eplus_control/controller_house_11_12_thermostat_controller_cooling_setpoint	72.56383478930172
2100000000000	eplus_control/controller_house_12_1_thermostat_controller_cooling_setpoint	72.46615441711299
2100000000000	eplus_control/controller_house_12_2_thermostat_controller_cooling_setpoint	72.37345725806635
2100000000000	eplus_control/controller_house_12_3_thermostat_controller_cooling_setpoint	72.30378946263339
2100000000000	eplus_control/controller_house_12_4_thermostat_controller_cooling_setpoint	71.9407383861205
2100000000000	eplus_control/controller_house_12_5_thermostat_controller_cooling_setpoint	71.6377206031879
2100000000000	eplus_control/controller_house_12_6_thermostat_controller_cooling_setpoint	72.00791136608544
2100000000000	eplus_control/controller_house_12_7_thermostat_controller_cooling_setpoint	71.01806763357915
2100000000000	eplus_control/controller_house_12_8_thermostat_controller_cooling_setpoint	72.23916832931113
2100000000000	eplus_control/controller_house_12_9_thermostat_controller_cooling_setpoint	71.25943126968903
2100000000000	eplus_control/controller_house_12_10_thermostat_controller_cooling_setpoint	72.1939251321427
2100000000000	eplus_control/controller_house_12_11_thermostat_controller_cooling_setpoint	71.55948809219258
2100000000000	eplus_control/controller_house_12_12_thermostat_controller_cooling_setpoint	71.2510649293129
2100000000000	eplus_control/controller_house_13_1_thermostat_controller_cooling_setpoint	72.11125649693757
2100000000000	eplus_control/controller_house_13_2_thermostat_controller_cooling_setpoint	72.81702206128945
2100000000000	eplus_control/controller_house_13_3_thermostat_controller_cooling_setpoint	72.50116540101975
2100000000000	eplus_control/controller_house_13_4_thermostat_controller_cooling_setpoint	72.37947553394936
2100000000000	eplus_control/controller_house_13_5_thermostat_controller_cooling_setpoint	71.44434541678298
2100000000000	eplus_control/controller_house_13_6_thermostat_controller_cooling_setpoint	71.2751291161695
2100000000000	eplus_control/controller_house_13_7_thermostat_controller_cooling_setpoint	71.81711467096794
2100000000000	eplus_control/controller_house_13_8_thermostat_controller_cooling_setpoint	72.99071926830575
2100000000000	eplus_control/controller_house_13_9_thermostat_controller_cooling_setpoint	72.14186274475864
2100000000000	eplus_control/controller_house_13_10_thermostat_controller_cooling_setpoint	72.6119776070988
2100000000000	eplus_control/controller_house_13_11_thermostat_controller_cooling_setpoint	71.42532571286505
2100000000000	eplus_control/controller_house_13_12_thermostat_controller_cooling_setpoint	72.71098055750069
2100000000000	eplus_control/controller_house_14_1_thermostat_controller_cooling_setpoint	71.45805232349899
2100000000000	eplus_control/controller_house_14_2_thermostat_controller_cooling_setpoint	72.07163760537188
2100000000000	eplus_control/controller_house_14_3_thermostat_controller_cooling_setpoint	71.76152362380246
2100000000000	eplus_control/controller_house_14_4_thermostat_controller_cooling_setpoint	72.46290214186779
2100000000000	eplus_control/controller_house_14_5_thermostat_controller_cooling_setpoint	71.51527719606702
2100000000000	eplus_control/controller_house_14_6_thermostat_controller_cooling_setpoint	72.01829690556653
2100000000000	eplus_control/controller_house_14_7_thermostat_controller_cooling_setpoint	71.28166954993858
2100000000000	eplus_control/controller_house_14_8_thermostat_controller_cooling_setpoint	71.35938966976069
2100000000000	eplus_control/controller_house_14_9_thermostat_controller_cooling_setpoint	71.23529427837363
2100000000000	eplus_control/controller_house_14_10_thermostat_controller_cooling_setpoint	71.05994102715663
2100000000000	eplus_control/controller_house_14_11_thermostat_controller_cooling_setpoint	72.8442892479735
2100000000000	eplus_control/controller_house_14_12_thermostat_controller_cooling_setpoint	71.98171382699798
2100000000000	eplus_control/controller_house_15_1_thermostat_controller_cooling_setpoint	71.82430590008775
2100000000000	eplus_control/controller_house_15_2_thermostat_controller_cooling_setpoint	72.39545536624546
2100000000000	eplus_control/controller_house_15_3_thermostat_controller_cooling_setpoint	72.65139708774255
2100000000000	eplus_control/controller_house_15_4_thermostat_controller_cooling_setpoint	71.55083722927768
2100000000000	eplus_control/controller_house_15_5_thermostat_controller_cooling_setpoint	71.14532009157965
2100000000000	eplus_control/controller_house_15_6_thermostat_controller_cooling_setpoint	72.34965210977192
2100000000000	eplus_control/controller_house_15_7_thermostat_controller_cooling_setpoint	71.93976450274897
2100000000000	eplus_control/controller_house_15_8_thermostat_controller_cooling_setpoint	72.07529725436105
2100000000000	eplus_control/controller_house_15_9_thermostat_controller_cooling_setpoint	72.54048745598082
2100000000000	eplus_control/controller_house_15_10_thermostat_controller_cooling_setpoint	71.8822886431202
2100000000000	eplus_control/controller_house_15_11_thermostat_controller_cooling_setpoint	71.85165949039688
2100000000000	eplus_control/controller_house_15_12_thermostat_controller_cooling_setpoint	71.66982142189205
2100000000000	eplus_control/controller_house_1_1_thermostat_controller_cooling_setpoint	72.96826307075152
2100000000000	eplus_control/controller_house_1_2_thermostat_controller_cooling_setpoint	72.05842049946574
2100000000000	eplus_control/controller_house_1_3_thermostat_controller_cooling_setpoint	71.64988299765727
2100000000000	eplus_control/controller_house_1_4_thermostat_controller_cooling_setpoint	71.88898682300665
2100000000000	eplus_control/controller_house_1_5_thermostat_controller_cooling_setpoint	72.88599051638332
2100000000000	eplus_control/controller_house_1_6_thermostat_controller_cooling_setpoint	72.54387415815542
2100000000000	eplus_control/controller_house_1_7_thermostat_controller_cooling_setpoint	72.52068918811372
2100000000000	eplus_control/controller_house_1_8_thermostat_controller_cooling_setpoint	71.65409732774522
2100000000000	eplus_control/controller_house_1_9_thermostat_controller_cooling_setpoint	72.97348582134512
2100000000000	eplus_control/controller_house_1_10_thermostat_controller_cooling_setpoint	72.20100058242242
2100000000000	eplus_control/controller_house_1_11_thermostat_controller_cooling_setpoint	72.11072573224601
2100000000000	eplus_control/controller_house_1_12_thermostat_controller_cooling_setpoint	72.01972676723406
2100000000000	eplus_control/controller_house_2_1_thermostat_controller_cooling_setpoint	71.82155984810775
2100000000000	eplus_control/controller_house_2_2_thermostat_controller_cooling_setpoint	71.80730140446009
2100000000000	eplus_control/controller_house_2_3_thermostat_controller_cooling_setpoint	72.00621468125942
2100000000000	eplus_control/controller_house_2_4_thermostat_controller_cooling_setpoint	71.88493519117779
2100000000000	eplus_control/controller_house_2_5_thermostat_controller_cooling_setpoint	72.65684871393306
2100000000000	eplus_control/controller_house_2_6_thermostat_controller_cooling_setpoint	72.02538126588041
2100000000000	eplus_control/controller_house_2_7_thermostat_controller_cooling_setpoint	72.23094739886189
2100000000000	eplus_control/controller_house_2_8_thermostat_controller_cooling_setpoint	71.50829729679022
2100000000000	eplus_control/controller_house_2_9_thermostat_controller_cooling_setpoint	72.25309276102519
2100000000000	eplus_control/controller_house_2_10_thermostat_controller_cooling_setpoint	72.64559709305018
2100000000000	eplus_control/controller_house_2_11_thermostat_controller_cooling_setpoint	72.33133397881593
2100000000000	eplus_control/controller_house_2_12_thermostat_controller_cooling_setpoint	72.17022446872018
2100000000000	eplus_control/controller_house_3_1_thermostat_controller_cooling_setpoint	71.28711502414917
2100000000000	eplus_control/controller_house_3_2_thermostat_controller_cooling_setpoint	72.12186795788799
2100000000000	eplus_control/controller_house_3_3_thermostat_controller_cooling_setpoint	71.02313533258753
2100000000000	eplus_control/controller_house_3_4_thermostat_controller_cooling_setpoint	72.61229749695573
